city_id,city,latitude,longitude,temperature,humidity,cloudiness,wind_speed,country,date_time
283,hurghada,27.2574,33.8129,80.64,14,0,10.36,EG,2024-04-20 13:41:42
284,metlili chaamba,32.2667,3.6333,63.54,34,100,13.8,DZ,2024-04-20 13:41:42
285,an nimas,19.1455,42.1201,60.85,51,4,1.59,SA,2024-04-20 13:41:43
286,vadso,70.0744,29.7487,24.96,80,100,14.97,NO,2024-04-20 13:40:11
287,kuta,-8.7233,115.1723,82.0,88,20,3.44,ID,2024-04-20 13:41:43
288,saint-francois,46.4154,3.9054,36.9,81,0,3.44,FR,2024-04-20 13:41:43
289,lerwick,60.1545,-1.1494,41.0,58,100,2.8,GB,2024-04-20 13:41:43
290,sortavala,61.7053,30.6918,24.03,93,91,3.0,RU,2024-04-20 13:41:43
291,tafuna,-14.3358,-170.72,85.95,79,40,17.27,AS,2024-04-20 13:41:44
292,north platte,41.1239,-100.7654,42.85,48,100,7.0,US,2024-04-20 13:41:44
293,bereznik,62.8551,42.7072,27.75,92,62,5.26,RU,2024-04-20 13:41:44
294,hadibu,12.65,54.0333,82.62,76,1,6.71,YE,2024-04-20 13:39:50
295,dryden,49.7833,-92.7503,41.29,45,40,14.97,CA,2024-04-20 13:41:44
296,whitehorse,60.7161,-135.0538,54.37,17,0,8.05,CA,2024-04-20 13:39:16
297,sokoni,-6.4333,39.55,81.48,83,90,18.28,TZ,2024-04-20 13:41:45
298,tionk essil,12.7856,-16.5217,74.84,69,74,9.66,SN,2024-04-20 13:41:45
299,nemuro,43.3236,145.575,36.97,91,100,16.08,JP,2024-04-20 13:40:24
